"parcel_id","Easting","Northing","elevation"
163,12.5,1.5,247.033305282716
164,13.5,1.5,212.16739788767
165,14.5,1.5,527.509004417654
166,15.5,1.5,271.833339459958
167,16.5,1.5,-144.577718044605
168,17.5,1.5,-494.851963304212
169,18.5,1.5,100.929369213874
170,19.5,1.5,835.276690079817
171,20.5,1.5,1300.42422664509
172,21.5,1.5,1363.62212806207
173,22.5,1.5,550.375318118162
174,23.5,1.5,418.685256423163
175,24.5,1.5,509.696848234953
176,25.5,1.5,217.51648505171
177,26.5,1.5,342.870412071996
178,27.5,1.5,235.656658214354
179,28.5,1.5,661.471690450781
180,29.5,1.5,955.369480185494
181,30.5,1.5,1006.48630476401
182,31.5,1.5,998.747557495396
183,32.5,1.5,803.906535448085
184,33.5,1.5,403.580455369484
185,34.5,1.5,162.366500792074
186,35.5,1.5,269.905487306478
187,36.5,1.5,427.302077964203
188,37.5,1.5,33.6741881744626
189,38.5,1.5,492.681046098865
190,39.5,1.5,940.80279019828
191,40.5,1.5,382.595861769871
192,41.5,1.5,1589.34061349929
193,42.5,1.5,1534.4521524376
194,43.5,1.5,1221.34076608045
195,44.5,1.5,1135.76829885899
196,45.5,1.5,959.14505197964
197,46.5,1.5,466.244967037082
198,47.5,1.5,464.85521384366
199,48.5,1.5,220.376638869504
200,49.5,1.5,470.982794841338
201,50.5,1.5,644.975387950614
202,51.5,1.5,290.835927524372
203,52.5,1.5,54.8364829953414
204,53.5,1.5,-0.661653707848245
205,54.5,1.5,537.258392808568
206,55.5,1.5,146.855685813169
207,56.5,1.5,56.1903640856835
208,57.5,1.5,-492.502165183028
209,58.5,1.5,499.716465768347
210,59.5,1.5,802.288376166357
211,60.5,1.5,390.080406903881
212,61.5,1.5,307.255335902404
213,62.5,1.5,387.507665163826
214,63.5,1.5,580.56771251255
215,64.5,1.5,440.602926590953
216,65.5,1.5,471.415943462125
217,66.5,1.5,436.21585348846
218,67.5,1.5,174.203717052414
219,68.5,1.5,562.467524975674
220,69.5,1.5,433.927893933915
221,70.5,1.5,1070.94799905044
222,71.5,1.5,875.620290376047
223,72.5,1.5,1074.66838523906
224,73.5,1.5,1100.2052147571
225,74.5,1.5,1589.79498889827
226,75.5,1.5,846.825721761442
227,76.5,1.5,-261.745654168837
228,77.5,1.5,166.397327150909
229,78.5,1.5,-886.436326894055
230,79.5,1.5,-841.197675390986
231,80.5,1.5,2.11573860540301
232,81.5,1.5,386.004127041377
233,82.5,1.5,-163.718069363672
234,83.5,1.5,-637.394501969361
235,84.5,1.5,-692.379949642184
236,85.5,1.5,-175.72587488847
237,86.5,1.5,-304.205642491994
238,87.5,1.5,-501.336808670151
239,88.5,1.5,536.756551406011
240,89.5,1.5,606.816904830115
241,90.5,1.5,161.954706698027
242,91.5,1.5,481.560608290856
243,92.5,1.5,871.833272490667
244,93.5,1.5,-37.9499748795423
245,94.5,1.5,531.72553946761
246,95.5,1.5,555.748267450445
247,96.5,1.5,824.278024167817
248,97.5,1.5,398.613478541623
249,98.5,1.5,103.871454018063
250,99.5,1.5,442.049342248616
251,100.5,1.5,50.3980089636088
252,101.5,1.5,-186.420371773692
253,102.5,1.5,-689.919558845787
254,103.5,1.5,-288.48442326421
255,104.5,1.5,-657.006928262276
256,105.5,1.5,129.664505165433
257,106.5,1.5,485.282085685697
258,107.5,1.5,1013.45876242991
259,108.5,1.5,1072.14901461578
260,109.5,1.5,1078.48776097275
261,110.5,1.5,142.889990195016
262,111.5,1.5,24.5007492818754
263,112.5,1.5,-363.833576770275
264,113.5,1.5,-395.957848265388
265,114.5,1.5,-141.359933554959
266,115.5,1.5,-564.050840372455
267,116.5,1.5,-614.700427820999
268,117.5,1.5,-168.888944141336
269,118.5,1.5,-476.962509585967
270,119.5,1.5,7.15918892045801
271,120.5,1.5,-847.092172244139
272,121.5,1.5,-860.088756336039
273,122.5,1.5,-303.824366384891
274,123.5,1.5,205.360138399262
275,124.5,1.5,69.8891611823634
276,125.5,1.5,-294.565929269051
277,126.5,1.5,-271.756153923375
278,127.5,1.5,-36.3450932357723
279,128.5,1.5,536.351284868019
280,129.5,1.5,604.282802094015
281,130.5,1.5,697.591375579094
282,131.5,1.5,589.676182898887
283,132.5,1.5,295.363403509038
284,133.5,1.5,237.006510865986
285,134.5,1.5,153.017341772199
286,135.5,1.5,-49.8902799586133
287,136.5,1.5,-65.4844496038016
288,137.5,1.5,25.1084779137725
289,138.5,1.5,44.9055914714474
290,139.5,1.5,-395.006018177226
291,140.5,1.5,-496.769816227972
292,141.5,1.5,-66.6859993255052
293,142.5,1.5,602.066182565386
294,143.5,1.5,364.384712438788
295,144.5,1.5,-314.294141370724
296,145.5,1.5,-47.2215332906112
297,146.5,1.5,611.744768849637
298,147.5,1.5,816.173527423725
299,148.5,1.5,1066.46721263695
300,149.5,1.5,887.476558647763
301,0.5,2.5,639.235027293466
302,1.5,2.5,758.729739974083
303,2.5,2.5,681.769550673347
304,3.5,2.5,465.349381111828
305,4.5,2.5,520.429642323413
306,5.5,2.5,-75.1949421782847
307,6.5,2.5,-81.4311724703626
308,7.5,2.5,-420.236227259626
309,8.5,2.5,253.689533862679
310,9.5,2.5,792.335748688496
311,10.5,2.5,389.392309861623
312,11.5,2.5,848.667655718252
313,12.5,2.5,381.922880655968
314,13.5,2.5,369.184901361045
315,14.5,2.5,483.26113875107
316,15.5,2.5,687.424876796582
317,16.5,2.5,246.379172484254
318,17.5,2.5,22.4861693037338
319,18.5,2.5,-245.767356716132
320,19.5,2.5,885.479868019935
321,20.5,2.5,946.58176731655
322,21.5,2.5,870.136135959506
323,22.5,2.5,978.771417742403
324,23.5,2.5,30.3074045654325
325,24.5,2.5,21.5216155681769
326,25.5,2.5,242.778482609909
327,26.5,2.5,460.911587139783
328,27.5,2.5,676.014753095387
329,28.5,2.5,420.614902166021
330,29.5,2.5,648.218332411324
331,30.5,2.5,834.308953345563
332,31.5,2.5,989.578087553924
333,32.5,2.5,978.947360760318
334,33.5,2.5,268.527151902246
335,34.5,2.5,-381.721381507953
336,35.5,2.5,-628.428777112936
337,36.5,2.5,-32.549388041237
338,37.5,2.5,638.913325936029
339,38.5,2.5,1014.96343825096
340,39.5,2.5,1220.95061995739
341,40.5,2.5,1295.42669154479
342,41.5,2.5,837.622845942441
343,42.5,2.5,1013.79833386599
344,43.5,2.5,1262.90881926767
345,44.5,2.5,1211.7615508528
346,45.5,2.5,1176.95337814507
347,46.5,2.5,1215.95873105261
348,47.5,2.5,521.495055663064
349,48.5,2.5,42.0481770483882
350,49.5,2.5,539.723077684692
351,50.5,2.5,692.0062323645
352,51.5,2.5,-104.701590113675
353,52.5,2.5,68.9107311933273
354,53.5,2.5,124.79265245575
355,54.5,2.5,566.960307055264
356,55.5,2.5,174.139433358469
357,56.5,2.5,304.596187289168
358,57.5,2.5,311.380188479781
359,58.5,2.5,430.428454286248
360,59.5,2.5,564.756693359603
361,60.5,2.5,676.22517025767
362,61.5,2.5,650.091268493023
363,62.5,2.5,718.564624448859
364,63.5,2.5,321.759441820168
365,64.5,2.5,92.7846088150446
366,65.5,2.5,153.785342635153
367,66.5,2.5,558.062299268999
368,67.5,2.5,996.001750000144
369,68.5,2.5,1123.91509497741
370,69.5,2.5,1014.52050379008
371,70.5,2.5,1021.45062846136
372,71.5,2.5,913.165778432632
373,72.5,2.5,973.550108298931
374,73.5,2.5,1487.73204555195
375,74.5,2.5,886.620311243341
376,75.5,2.5,867.591542365003
377,76.5,2.5,707.721055095714
378,77.5,2.5,886.741417063814
379,78.5,2.5,95.3658233377132
380,79.5,2.5,-146.232902917366
381,80.5,2.5,111.446043655479
382,81.5,2.5,345.767820203517
383,82.5,2.5,-324.984036915704
384,83.5,2.5,-165.13522714781
385,84.5,2.5,422.622626389244
386,85.5,2.5,-47.6169372877376
387,86.5,2.5,8.25653379116045
388,87.5,2.5,484.279004616063
389,88.5,2.5,366.2196412797
390,89.5,2.5,695.331693057609
391,90.5,2.5,318.554110560183
392,91.5,2.5,653.16069880394
393,92.5,2.5,1563.58724140149
394,93.5,2.5,977.037482936792
395,94.5,2.5,709.679623600749
396,95.5,2.5,735.254472766852
397,96.5,2.5,811.208058581178
398,97.5,2.5,52.2533034173891
399,98.5,2.5,-238.135962218175
400,99.5,2.5,-44.2297417726314
401,100.5,2.5,549.936854016722
402,101.5,2.5,152.994637113219
403,102.5,2.5,71.4588399983043
404,103.5,2.5,511.99056539879
405,104.5,2.5,172.848393893472
406,105.5,2.5,691.191390377275
407,106.5,2.5,407.554854248386
408,107.5,2.5,576.418020653065
409,108.5,2.5,879.714242618866
410,109.5,2.5,637.806764886305
411,110.5,2.5,199.794588524003
412,111.5,2.5,-243.760409329078
413,112.5,2.5,212.233715284818
414,113.5,2.5,-43.8837927398607
415,114.5,2.5,-490.547963980415
416,115.5,2.5,-170.722740924053
417,116.5,2.5,-438.220993821198
418,117.5,2.5,-546.435186950782
419,118.5,2.5,-258.318975909442
420,119.5,2.5,-531.419331597556
421,120.5,2.5,-399.913960195268
422,121.5,2.5,-634.030009241708
423,122.5,2.5,-240.002321594741
424,123.5,2.5,109.331096076969
425,124.5,2.5,397.081584026585
426,125.5,2.5,282.904592552435
427,126.5,2.5,223.949516683631
428,127.5,2.5,-97.7949861542614
429,128.5,2.5,574.7249304858
430,129.5,2.5,487.440837914511
431,130.5,2.5,224.317854478078
432,131.5,2.5,287.489959228375
433,132.5,2.5,-111.449211441213
434,133.5,2.5,-140.227820766128
435,134.5,2.5,-28.153535611786
436,135.5,2.5,368.890557970921
437,136.5,2.5,-130.082242371779
438,137.5,2.5,393.178808693172
439,138.5,2.5,-118.59708574985
440,139.5,2.5,681.67604948771
441,140.5,2.5,467.891213303966
442,141.5,2.5,-102.757457666986
443,142.5,2.5,585.081909604501
444,143.5,2.5,671.207114818945
445,144.5,2.5,306.722120254944
446,145.5,2.5,447.800153414997
447,146.5,2.5,380.672697814774
448,147.5,2.5,1105.10561633866
449,148.5,2.5,876.023550487717
450,149.5,2.5,704.813776670306
451,0.5,3.5,490.849307453976
452,1.5,3.5,552.247763374879
453,2.5,3.5,865.593094834967
454,3.5,3.5,700.868474377121
455,4.5,3.5,469.447240082669
456,5.5,3.5,316.420935529463
457,6.5,3.5,232.051816881862
458,7.5,3.5,149.346959969896
459,8.5,3.5,30.8475145183972
460,9.5,3.5,315.062328744742
461,10.5,3.5,208.347228053389
462,11.5,3.5,511.128049429279
463,12.5,3.5,414.630524075066
464,13.5,3.5,505.243850006691
465,14.5,3.5,400.26689693544
466,15.5,3.5,753.289786274957
467,16.5,3.5,551.649976021335
468,17.5,3.5,87.8087327320646
469,18.5,3.5,333.247969440952
470,19.5,3.5,1106.36221924774
471,20.5,3.5,1212.278326164
472,21.5,3.5,1420.14114416343
473,22.5,3.5,425.526873413867
474,23.5,3.5,51.377396844201
475,24.5,3.5,-571.939917850577
476,25.5,3.5,-306.297398370607
477,26.5,3.5,112.912324005627
478,27.5,3.5,806.129940244595
479,28.5,3.5,1231.22816191906
480,29.5,3.5,473.00170231147
481,30.5,3.5,585.542957232827
482,31.5,3.5,294.029425810634
483,32.5,3.5,526.235958922384
484,33.5,3.5,-449.268868540734
485,34.5,3.5,-1003.49748479762
486,35.5,3.5,-448.014058687752
487,36.5,3.5,-36.1419636226347
488,37.5,3.5,246.515218590959
489,38.5,3.5,689.040624806061
490,39.5,3.5,902.229567506991
491,40.5,3.5,609.541911904332
492,41.5,3.5,465.398687162949
493,42.5,3.5,904.329861624957
494,43.5,3.5,1016.1412547129
495,44.5,3.5,210.28420637192
496,45.5,3.5,399.344693675816
497,46.5,3.5,1062.62334059993
498,47.5,3.5,910.398153864524
499,48.5,3.5,88.5267970065373
500,49.5,3.5,-160.069141458047
501,50.5,3.5,262.847679825819
502,51.5,3.5,208.192489976626
503,52.5,3.5,356.540497099912
504,53.5,3.5,605.377340453499
505,54.5,3.5,393.73892237211
506,55.5,3.5,798.311320395244
507,56.5,3.5,384.21709968713
508,57.5,3.5,608.719264671263
509,58.5,3.5,1203.14842138216
510,59.5,3.5,1219.13166988654
511,60.5,3.5,1304.52881112287
512,61.5,3.5,810.919076213105
513,62.5,3.5,-454.352496173875
514,63.5,3.5,-311.018776338933
515,64.5,3.5,23.189480053724
516,65.5,3.5,-138.354662524063
517,66.5,3.5,411.026016230032
518,67.5,3.5,1114.52915764489
519,68.5,3.5,1286.8953870283
520,69.5,3.5,1456.12001470835
521,70.5,3.5,932.064696536243
522,71.5,3.5,848.620772908448
523,72.5,3.5,1275.02351551635
524,73.5,3.5,1056.3437428671
525,74.5,3.5,730.599629589222
526,75.5,3.5,814.8912176578
527,76.5,3.5,1019.23570346376
528,77.5,3.5,495.130756813787
529,78.5,3.5,573.013890336823
530,79.5,3.5,-226.070127173989
531,80.5,3.5,186.574018793738
532,81.5,3.5,228.118173228964
533,82.5,3.5,-145.942646021418
534,83.5,3.5,-290.769336963142
535,84.5,3.5,112.655724317467
536,85.5,3.5,103.991209164098
537,86.5,3.5,-13.1560002359394
538,87.5,3.5,-347.481587366698
539,88.5,3.5,329.46318486271
540,89.5,3.5,749.026441338032
541,90.5,3.5,436.112301685922
542,91.5,3.5,505.966571678502
543,92.5,3.5,700.19745448916
544,93.5,3.5,794.750091918424
545,94.5,3.5,1203.28167270269
546,95.5,3.5,998.760820061746
547,96.5,3.5,679.578133758428
548,97.5,3.5,132.802234053524
549,98.5,3.5,378.742138640279
550,99.5,3.5,664.265692900233
551,100.5,3.5,1029.75451938421
552,101.5,3.5,442.099502293479
553,102.5,3.5,123.320407333782
554,103.5,3.5,609.555412292281
555,104.5,3.5,604.124698404634
556,105.5,3.5,573.343821803739
557,106.5,3.5,843.118026505707
558,107.5,3.5,133.356025737391
559,108.5,3.5,503.585979792558
560,109.5,3.5,322.1545723207
561,110.5,3.5,142.993493108174
562,111.5,3.5,45.3192817786726
563,112.5,3.5,282.728347019321
564,113.5,3.5,467.293235798214
565,114.5,3.5,24.7133885461598
566,115.5,3.5,-419.950572651067
567,116.5,3.5,-303.600439920444
568,117.5,3.5,-142.680890977536
569,118.5,3.5,-453.233427660724
570,119.5,3.5,-584.961421588081
571,120.5,3.5,-357.674800025363
572,121.5,3.5,-692.747779907927
573,122.5,3.5,-150.510283621164
574,123.5,3.5,110.784692983092
575,124.5,3.5,305.196325279936
576,125.5,3.5,484.896046391674
577,126.5,3.5,39.4434967714893
578,127.5,3.5,-218.668169288516
579,128.5,3.5,472.114126758828
580,129.5,3.5,483.622789849887
581,130.5,3.5,224.213815698189
582,131.5,3.5,125.005216878822
583,132.5,3.5,-24.8722114345024
584,133.5,3.5,-669.917564071516
585,134.5,3.5,-522.515028582448
586,135.5,3.5,-139.936635127049
587,136.5,3.5,69.8319683941178
588,137.5,3.5,330.594646963857
589,138.5,3.5,-33.9217419671674
590,139.5,3.5,487.461203185687
591,140.5,3.5,897.030338859556
592,141.5,3.5,852.66814347616
593,142.5,3.5,679.338660470654
594,143.5,3.5,519.379401019167
595,144.5,3.5,535.777104803662
596,145.5,3.5,603.300301944724
597,146.5,3.5,394.549321623241
598,147.5,3.5,730.090840759238
599,148.5,3.5,129.729997471154
600,149.5,3.5,388.661971199656
601,0.5,4.5,196.932988520332
602,1.5,4.5,757.405695345087
603,2.5,4.5,997.548965571305
604,3.5,4.5,528.054021948937
605,4.5,4.5,90.5191484364864
606,5.5,4.5,685.077070145232
607,6.5,4.5,602.398372224488
608,7.5,4.5,208.306944242428
609,8.5,4.5,755.529747248105
610,9.5,4.5,91.0699255023839
611,10.5,4.5,294.627381862224
612,11.5,4.5,671.030024299433
613,12.5,4.5,965.773182223668
614,13.5,4.5,712.854958720794
615,14.5,4.5,110.423333575808
616,15.5,4.5,517.623255830451
617,16.5,4.5,1142.06665634069
618,17.5,4.5,579.068671230376
619,18.5,4.5,911.749173813505
620,19.5,4.5,1149.25157055629
621,20.5,4.5,1089.04042295617
622,21.5,4.5,1196.68865377334
623,22.5,4.5,230.482221014503
624,23.5,4.5,-233.302497194403
625,24.5,4.5,-435.722550821516
626,25.5,4.5,-510.562941933409
627,26.5,4.5,112.313306396878
628,27.5,4.5,703.538866258694
629,28.5,4.5,751.775049439187
630,29.5,4.5,952.554719588013
631,30.5,4.5,869.877338077477
632,31.5,4.5,364.915739276922
633,32.5,4.5,292.149571322014
634,33.5,4.5,-406.668360469731
635,34.5,4.5,-716.125922995978
636,35.5,4.5,-615.980641615873
637,36.5,4.5,-687.476146557219
638,37.5,4.5,-493.244563730005
639,38.5,4.5,47.3010303001839
640,39.5,4.5,568.90502691202
641,40.5,4.5,756.267720433684
642,41.5,4.5,480.835034386682
643,42.5,4.5,824.698964158316
644,43.5,4.5,182.065974087332
645,44.5,4.5,-45.4019670231096
646,45.5,4.5,60.4479792776711
647,46.5,4.5,742.933780725073
648,47.5,4.5,830.506499207295
649,48.5,4.5,-98.8430666095638
650,49.5,4.5,-72.6949719878453
651,50.5,4.5,101.482974629748
652,51.5,4.5,396.507933231495
653,52.5,4.5,484.640654926295
654,53.5,4.5,489.503400550594
655,54.5,4.5,1139.1727580864
656,55.5,4.5,564.18877719464
657,56.5,4.5,629.362408937588
658,57.5,4.5,468.409148926101
659,58.5,4.5,1052.00992438719
660,59.5,4.5,1017.61757718135
661,60.5,4.5,1052.73116204264
662,61.5,4.5,386.765708589905
663,62.5,4.5,-473.305124815959
664,63.5,4.5,-359.115445823243
665,64.5,4.5,71.7121790373587
666,65.5,4.5,618.943984989893
667,66.5,4.5,27.7676578424544
668,67.5,4.5,846.193599656579
669,68.5,4.5,1140.70170039387
670,69.5,4.5,1199.17735800443
671,70.5,4.5,1478.80164426243
672,71.5,4.5,1360.74341372085
673,72.5,4.5,855.290944226781
674,73.5,4.5,793.599232903975
675,74.5,4.5,429.721116911292
676,75.5,4.5,526.814395834488
677,76.5,4.5,785.731514498254
678,77.5,4.5,940.830912193916
679,78.5,4.5,549.908103779849
680,79.5,4.5,562.757424902364
681,80.5,4.5,469.198337396575
682,81.5,4.5,135.657815345816
683,82.5,4.5,-2.64196965220583
684,83.5,4.5,192.651009736112
685,84.5,4.5,340.583531670039
686,85.5,4.5,-53.1875864836123
687,86.5,4.5,489.839051077709
688,87.5,4.5,-592.471702179788
689,88.5,4.5,70.5195726056241
690,89.5,4.5,105.91111996889
691,90.5,4.5,-270.874067447705
692,91.5,4.5,-158.859673308303
693,92.5,4.5,178.737973724251
694,93.5,4.5,1203.53776692462
695,94.5,4.5,1043.31511598316
696,95.5,4.5,1129.14257256627
697,96.5,4.5,836.158747128209
698,97.5,4.5,952.482727947361
699,98.5,4.5,598.321118094496
700,99.5,4.5,605.980913827206
701,100.5,4.5,592.286111551955
702,101.5,4.5,427.016441664357
703,102.5,4.5,1044.91123522724
704,103.5,4.5,940.550708758069
705,104.5,4.5,1018.64955015842
706,105.5,4.5,875.555847089352
707,106.5,4.5,512.087932933084
708,107.5,4.5,621.564344483707
709,108.5,4.5,290.210180752582
710,109.5,4.5,-63.2388180844954
711,110.5,4.5,199.292201688787
712,111.5,4.5,460.721467199662
713,112.5,4.5,781.530077290602
714,113.5,4.5,1049.79435070836
715,114.5,4.5,638.857400232217
716,115.5,4.5,736.305368956155
717,116.5,4.5,-503.267583832355
718,117.5,4.5,-174.151466925572
719,118.5,4.5,-570.866008172775
720,119.5,4.5,-880.850835354512
721,120.5,4.5,-294.556078589302
722,121.5,4.5,-379.023894437446
723,122.5,4.5,223.418332390347
724,123.5,4.5,847.630046675391
725,124.5,4.5,275.441688270742
726,125.5,4.5,451.719762631102
727,126.5,4.5,163.258340954523
728,127.5,4.5,-213.051990100787
729,128.5,4.5,396.328810768666
730,129.5,4.5,419.464331552568
731,130.5,4.5,273.494362701482
732,131.5,4.5,-53.1842782751998
733,132.5,4.5,-386.730524052549
734,133.5,4.5,-534.502400646322
735,134.5,4.5,-386.308091075362
736,135.5,4.5,70.7131093547706
737,136.5,4.5,186.400379118345
738,137.5,4.5,-14.8143599777252
739,138.5,4.5,330.231854426618
740,139.5,4.5,434.812870956131
741,140.5,4.5,345.798922996379
742,141.5,4.5,1036.30452538907
743,142.5,4.5,531.760335110597
744,143.5,4.5,409.386539834146
745,144.5,4.5,763.980502489127
746,145.5,4.5,9.19088438747593
747,146.5,4.5,602.220913254608
748,147.5,4.5,623.958028080444
749,148.5,4.5,856.497747990692
750,149.5,4.5,544.440292490284
751,0.5,5.5,-88.3454050365676
752,1.5,5.5,7.00470004655585
753,2.5,5.5,833.440969915096
754,3.5,5.5,437.456567665065
755,4.5,5.5,-241.006022174736
756,5.5,5.5,558.418191450054
757,6.5,5.5,419.246838417157
758,7.5,5.5,572.753259730856
759,8.5,5.5,760.981497786836
760,9.5,5.5,357.697028216837
761,10.5,5.5,417.562169658574
762,11.5,5.5,174.284877534007
763,12.5,5.5,669.199608743306
764,13.5,5.5,435.567864344767
765,14.5,5.5,370.446355130911
766,15.5,5.5,593.242728091386
767,16.5,5.5,919.52967595701
768,17.5,5.5,982.573274897346
769,18.5,5.5,953.532791413624
770,19.5,5.5,455.982694067501
771,20.5,5.5,974.906101483954
772,21.5,5.5,-191.33675779289
773,22.5,5.5,53.2912396123803
774,23.5,5.5,-194.937312952496
775,24.5,5.5,-39.2082164554953
776,25.5,5.5,343.490446552809
777,26.5,5.5,579.322244287147
778,27.5,5.5,975.413386387969
779,28.5,5.5,1448.2451643412
780,29.5,5.5,1043.20391334845
781,30.5,5.5,998.037401699261
782,31.5,5.5,599.814689563506
783,32.5,5.5,-30.0978309197167
784,33.5,5.5,-445.015298589046
785,34.5,5.5,-272.545629644877
786,35.5,5.5,-1171.44485101403
787,36.5,5.5,-385.697050240826
788,37.5,5.5,-151.294183097697
789,38.5,5.5,194.824001160128
790,39.5,5.5,398.895528039
791,40.5,5.5,622.901865681586
792,41.5,5.5,1044.62094816592
793,42.5,5.5,420.805527874885
794,43.5,5.5,-14.1179438986718
795,44.5,5.5,28.034491585004
796,45.5,5.5,91.0910845575717
797,46.5,5.5,86.5734966226662
798,47.5,5.5,248.850149152478
799,48.5,5.5,-288.626474208149
800,49.5,5.5,205.998364719083
